CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,MENAEMRORegion,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,AURECRegion1,AURECRegion2,AURECRegion3,AURECRegion4,AURECRegion5,AURECRegion6,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FragileCountries2022OECD1,FragileCountries2022OECD2,FCSCountries1,FCSCountries2,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SPhumanitarian,SPhighburden,JHUFragile2021,LiST_UNICEFProg,LiST_UNICEFRep,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9,EECA,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,SDGRCRegion16,SDGRCRegion17,SDGRCRegion18,SDGRCRegion19,SDGRCRegion20,SDGRCRegion21,SDGRCRegion22,SDGRCRegion23,SDGRCRegion24,SDGRCRegion25,SDGRCRegion26,SDGRCRegion27,SDGRCRegion28,SDGRCRegion29,SDGRCRegion30,SDGRCRegion31,SDGRCRegion32,SDGRCRegion33,UNICEFReportRegion
South Sudan,South Sudan,999,SSD,728,SSUD,Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,Least developed countries,"",LLDC,Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,"","","","",Countdown,Eastern Africa,Africa,Eastern Africa,East African Community (EAC),"","",Intergovernmental Authority on Development (IGAD),"","",Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile,Extremely fragile,Fragile and Conflict-affected Situation,Conflict,USAID,Africa,Eastern Africa,"",Sub-Saharan Africa,"",Least developed countries,Landlocked developing countries,"","",Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),"","","",Conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Low income,Low and middle income,African Group,"",GAVI,Humanitarian,High burden,Fragile,Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Eastern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_IGAD,"",ECA_EAC,"",ECA_Land-locked countries,ECA_Land-locked LDCs,ECA_Oil producing economies,ECA_Least developed countries,"","",ECA_Oil LDCs,ECA_Sub-Saharan Africa,"","","","","","","","",Eastern and Southern Africa
Sao Tome & Principe,Sao Tome and Principe,37,STP,678,STP,Sub-Saharan Africa,Sub-Saharan Africa,Central Africa,"","",SIDS,West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Excluding least developed countries,Excluding China,"","","","","",Central Africa,Africa,Central Africa,"","","",Economic Community of Central African States (ECCAS),"","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",Fragile and Conflict-affected Situation,Institutional and Social Fragility,"",Africa,Middle Africa,"",Sub-Saharan Africa,"","",Small island developing States,"","",Sub-Saharan Africa,Sub-Saharan Africa,Middle Africa,Sub-Saharan Africa (inc. Sudan),"",Small island developing States (SIDS),"","",Global Strategy,Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,African Group,Economic Community of Central African States,GAVI,Non-humanitarian,Non-high burden,"",West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Central Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECCAS,"","","",ECA_Island economies,ECA_Small Island states,ECA_Non-Oil Producing,"","","","",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Suriname,Suriname,133,SUR,740,SUR,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,SIDS,Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Upper middle income,OIC Middle income,Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,South America,Latin America and the Caribbean,"",Small island developing States (SIDS),"","","",Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Slovakia,Slovakia,166,SVK,703,SLK,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Eastern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Eastern Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Eastern European Group,"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,ECE_European Union (E25),ECE_Euro area (EMU),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Western Europe
Slovenia,Slovenia,190,SVN,705,SLV,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Eastern European Group,"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,ECE_European Union (E25),ECE_Euro area (EMU),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Western Europe
Sweden,Sweden,192,SWE,752,SWD,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Northern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Northern Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,ECE_European Union (E25),"","","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Western Europe
Swaziland,Eswatini,21,SWZ,748,SZD,Sub-Saharan Africa,Sub-Saharan Africa,South Africa,"","",LLDC,Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Excluding least developed countries,Excluding China,"","","","",Countdown,Southern Africa,Africa,Southern Africa,"",Common Market for Eastern and Southern Africa (COMESA),"","",Southern African Development Community (SADC),"",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"","",Africa,Southern Africa,"",Sub-Saharan Africa,"","",Landlocked developing countries,"","",Sub-Saharan Africa,Sub-Saharan Africa,Southern Africa,Sub-Saharan Africa (inc. Sudan),"",Landlocked developing countries (LLDCs),"","","",Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,African Group,"","",Non-humanitarian,Non-high burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Southern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,"",ECA_SADC,"",ECA_COMESA,ECA_Land-locked countries,"",ECA_Non-Oil Producing,"","","","",ECA_Sub-Saharan Africa,"","","","","","","",ECA_Southern Africa Customs Union (SACU),Eastern and Southern Africa
Seychelles,Seychelles,19,SYC,690,SEY,Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,"","",SIDS,Non-programme countries,"","","",Africa,Sub-Saharan Africa,"",High income,High income,"",Africa,"",Excluding least developed countries,Excluding China,"","","","","",Eastern Africa,Africa,Eastern Africa,"",Common Market for Eastern and Southern Africa (COMESA),"","",Southern African Development Community (SADC),"","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Africa,Eastern Africa,"",Sub-Saharan Africa,"","",Small island developing States,"","",Sub-Saharan Africa,Sub-Saharan Africa,Eastern Africa,Sub-Saharan Africa (inc. Sudan),"",Small island developing States (SIDS),"","","",Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,"","","","","","","","",African Group,"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","",ECA_Eastern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,"",ECA_SADC,"",ECA_COMESA,ECA_Island economies,ECA_Small Island states,ECA_Non-Oil Producing,"","","","",ECA_Sub-Saharan Africa,"","","","","","","","",Eastern and Southern Africa
Syria,Syrian Arab Republic,64,SYR,760,SYR,Western Asia,Western Asia,"","","","",Middle East and North Africa,Programme countries,MENAEMRO,"",Eastern Mediterranean,"Middle East, North Africa, Afghanistan and Pakistan","Middle East, North Africa, Afghanistan and Pakistan (excluding high-income)",Low income,Low income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,OIC,Arab,OIC Lower middle income,OIC Middle income,"","","","","","","","","","",Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile,Extremely fragile,Fragile and Conflict-affected Situation,Conflict,"",Asia,Western Asia,"",Northern Africa and Western Asia,Western Asia,"","","","",Northern Africa and Western Asia,Asia,Western Asia,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","","","","","",Conflict,Middle East and North Africa,"",Middle East and North Africa,"",Low income,Low and middle income,Middle East and North Africa,"",Low income,Low and middle income,Asia-Pacific Group,"","",Humanitarian,High burden,Fragile,Middle East and North Africa,Middle East and North Africa,LiST,"",LiSTSBR,"","","","","","","","","","","","","","","","","","","","","",ESCAP_Other Area (OTH_REGION),"","","","","","","","","","","","","","","","",ESCWA_Arab countries,ESCWA_Mashreq subregion,ESCWA_Countries in conflict,ESCWA_Arab Low-Income Countries (LICs),"",Middle East and North Africa
Turks and Caicos Islands,Turks and Caicos Islands,796,TCA,796,TCA,"","","","","","",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,"",High income,High income,"",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","","","","","",Latin America and Caribbean,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Chad,Chad,27,TCD,148,CHD,Sub-Saharan Africa,Sub-Saharan Africa,Central Africa,Least developed countries,"",LLDC,West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,OIC,Africa,OIC Low income,"",Countdown,Central Africa,Africa,Central Africa,"","",Community of Sahel-Saharan States (CEN-SAD),Economic Community of Central African States (ECCAS),"","",Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile,Extremely fragile,Fragile and Conflict-affected Situation,Institutional and Social Fragility,"",Africa,Middle Africa,"",Sub-Saharan Africa,"",Least developed countries,Landlocked developing countries,"","",Sub-Saharan Africa,Sub-Saharan Africa,Middle Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),HAC,HAC,Global Strategy,Conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of Central African States,GAVI,Non-humanitarian,High burden,Fragile,West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Central Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECCAS,"",ECA_CEN-SAD,ECA_Sahel,ECA_Land-locked countries,ECA_Land-locked LDCs,ECA_Oil producing economies,ECA_Least developed countries,"","",ECA_Oil LDCs,ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Togo,Togo,40,TGO,768,TGO,Sub-Saharan Africa,Sub-Saharan Africa,West Africa,Least developed countries,"","",West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,OIC,Africa,OIC Low income,"",Countdown,West Africa,Africa,Western Africa,"","",Community of Sahel-Saharan States (CEN-SAD),"",Economic Community of West African States (ECOWAS),Economic Community of West African States (ECOWAS) 202502,Fragile,Fragile,Fragile,Fragile,Fragile,Non-fragile,"",Non-fragile,Fragile,Other fragile,non-FCS,"","",Africa,Western Africa,"",Sub-Saharan Africa,"",Least developed countries,"","","",Sub-Saharan Africa,Sub-Saharan Africa,Western Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),"","","",Global Strategy,Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of West African States,GAVI,Non-humanitarian,High burden,"",West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_West Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECOWAS,"",ECA_CEN-SAD,"","","",ECA_Non-Oil Producing,ECA_Least developed countries,ECA_Mineral-rich countries,ECA_Non-Oil LDCs,"",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Thailand,Thailand,103,THA,764,THL,South-eastern Asia,South-eastern Asia,"","","","",East Asia and Pacific,Programme countries,"","",South-East Asia,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Asia,South-Eastern Asia,"",Eastern and South-Eastern Asia,South-Eastern Asia,"","",South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Eastern and South-Eastern Asia,Asia,South-Eastern Asia,South-Eastern Asia,"","","","","",Conflict,East Asia and Pacific,"",East Asia and Pacific,"",Upper middle income,Low and middle income,East Asia and Pacific,"",Upper middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"",East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),"","",EAPR Countries,EAPR Countries (excluding China),"","",ASEAN Countries,"","","","","","","",ESCAP_ASEAN (ASEAN),"","","",ESCAP_South-East Asia (SEA),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB Upper Middle Income Economies,"","","","","",East Asia and Pacific
Tajikistan,Tajikistan,142,TJK,762,TAD,Caucasus and Central Asia,Caucasus and Central Asia,"","","",LLDC,Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Low income,"",Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"","",Asia,Central Asia,"",Central and Southern Asia,Central Asia,"",Landlocked developing countries,"","Australia and New Zealand, Central Asia, Europe and North America",Central and Southern Asia,Asia,Central Asia,Caucasus and Central Asia,"",Landlocked developing countries (LLDCs),"","",Global Strategy,Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Lower middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Lower middle income,Low and middle income,Asia-Pacific Group,"",GAVI,Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",ECE_CIS (CWG),"","","",ESCAP_ECO (ECO),"",ESCAP_LLDC (LLDC_E),ESCAP_North and Central Asia (NCA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,"",ESCAP_WB Lower Middle Income Economies,"","","","","",Eastern Europe and Central Asia
Turkmenistan,Turkmenistan,143,TKM,795,TUK,Caucasus and Central Asia,Caucasus and Central Asia,"","","",LLDC,Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Upper middle income,OIC Middle income,Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Fragile,Other fragile,non-FCS,"","",Asia,Central Asia,"",Central and Southern Asia,Central Asia,"",Landlocked developing countries,"","Australia and New Zealand, Central Asia, Europe and North America",Central and Southern Asia,Asia,Central Asia,Caucasus and Central Asia,"",Landlocked developing countries (LLDCs),"","","",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",ECE_CIS (CWG),"","","",ESCAP_ECO (ECO),"",ESCAP_LLDC (LLDC_E),ESCAP_North and Central Asia (NCA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,"",ESCAP_WB Upper Middle Income Economies,"","","","","",Eastern Europe and Central Asia
Timor Leste,Timor-Leste,95,TLS,626,ETM,South-eastern Asia,South-eastern Asia,"",Least developed countries,"",SIDS,East Asia and Pacific,Programme countries,"","",South-East Asia,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,"",Least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Fragile,Fragile,Fragile,Non-fragile,Fragile,Fragile,Other Fragile,Fragile,Fragile,Other fragile,Fragile and Conflict-affected Situation,Institutional and Social Fragility,"",Asia,South-Eastern Asia,"",Eastern and South-Eastern Asia,South-Eastern Asia,Least developed countries,Small island developing States,South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Eastern and South-Eastern Asia,Asia,South-Eastern Asia,South-Eastern Asia,Least Developed Countries (LDCs),Small island developing States (SIDS),"","","",Non conflict,East Asia and Pacific,"",East Asia and Pacific,"",Lower middle income,Low and middle income,East Asia and Pacific,"",Lower middle income,Low and middle income,Asia-Pacific Group,"",GAVI,Non-humanitarian,Non-high burden,Fragile,East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),"","",EAPR Countries,EAPR Countries (excluding China),"","","","","","","","","","",ESCAP_ASEAN (ASEAN),"",ESCAP_LDC (LDC_E),"",ESCAP_South-East Asia (SEA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,ESCAP_Small Islands Developing States,ESCAP_WB Lower Middle Income Economies,"","","","","",East Asia and Pacific
Tonga,Tonga,83,TON,776,TGA,Oceania,Oceania,"","","",SIDS,East Asia and Pacific,Programme countries,"","",Western Pacific,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Upper middle income,Low and middle income,Oceania,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Oceania,Polynesia,"",Oceania,Oceania (exc. Australia and New Zealand),"",Small island developing States,South-Eastern Asia and Oceania (exc. Australia and New Zealand),"",Oceania (exc. Australia and New Zealand),Oceania,Polynesia,Oceania,"",Small island developing States (SIDS),"","","",Non conflict,East Asia and Pacific,"",East Asia and Pacific,"",Upper middle income,Low and middle income,East Asia and Pacific,"",Upper middle income,Low and middle income,Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"",East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),Pacific Program Countries,Pacific Program Countries (excluding PNG),EAPR Countries,EAPR Countries (excluding China),Pacific Countries,Pacific Countries (excluding PNG),"","","","","","","","",ESCAP_Pacific island developing economies (PIDE),"","","",ESCAP_PACIFIC (PAC),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,ESCAP_Small Islands Developing States,ESCAP_WB Upper Middle Income Economies,"","","","","",East Asia and Pacific
Trinidad & Tobago,Trinidad and Tobago,134,TTO,780,TDT,Latin America and the Caribbean,Latin America and the Caribbean,"","",Caribbean,SIDS,Latin America and Caribbean,Programme countries,"",Eastern Caribbean Area,Americas,Latin America and the Caribbean,"",High income,High income,"",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"",Small island developing States (SIDS),HAC,HAC,"",Non conflict,Latin America and Caribbean,"","","","","","","","","",Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Tunisia,Tunisia,65,TUN,788,TUN,Northern Africa,Northern Africa,North Africa,"","","",Middle East and North Africa,Programme countries,MENAEMRO,"",Eastern Mediterranean,"Middle East, North Africa, Afghanistan and Pakistan","Middle East, North Africa, Afghanistan and Pakistan (excluding high-income)",Middle income,Lower middle income,Low and middle income,Africa,"",Excluding least developed countries,Excluding China,OIC,Arab,OIC Upper middle income,OIC Middle income,"",North Africa,Africa,Northern Africa,Arab Maghreb Union (AMU),Common Market for Eastern and Southern Africa (COMESA),Community of Sahel-Saharan States (CEN-SAD),"","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Africa,Northern Africa,"",Northern Africa and Western Asia,Northern Africa,"","","","",Northern Africa and Western Asia,Northern Africa,Northern Africa,Northern Africa (exc. Sudan),"","","","","",Non conflict,Middle East and North Africa,"",Middle East and North Africa,"",Lower middle income,Low and middle income,Middle East and North Africa,"",Lower middle income,Low and middle income,African Group,"","",Non-humanitarian,Non-high burden,"",Middle East and North Africa,Middle East and North Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_North Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_AMU,"",ECA_CEN-SAD,ECA_COMESA,"","",ECA_Oil producing economies,"","","","","","","","",ESCWA_Arab countries,ESCWA_Maghreb subregion,ESCWA_Non-conflict middle income countries,ESCWA_Arab Middle-Income Countries (MICs),"",Middle East and North Africa
